first_temp,last_temp,total_arc_energy,total_heating_duration,Wire 1,gas_volume,process_duration,energy_rate,bulk_heat_markers,agg_coolants,mean_apparent_power,mean_power_factor
1571.0,1613.0,628.6169299999999,1098.0,60.059998,29.7499859302,1714.0,0.5725108599953473,553.0,0.0,0.7437471649590173,0.8166855384018298
1581.0,1602.0,395.2818,811.0,96.052315,12.5555609779,1265.0,0.4874004872083787,582.0,0.0,0.6470871763758667,0.8252762443798296
1596.0,1599.0,581.774624,655.0,91.160157,28.5547926192,1753.0,0.8882055192640379,544.0,0.0,1.0038446925218836,0.8097242797158174
1601.0,1625.0,543.710274,741.0,89.063515,18.8412192323,1220.0,0.7337520467779751,595.0,0.0,0.8500095042098612,0.7939226272657633
1576.0,1602.0,412.18048,869.0,89.238236,5.4136918254,1536.0,0.4743158518490696,584.0,9.11456,0.7042449145208324,0.7968184531527054
1543.0,1596.0,691.669688,952.0,99.109917,11.2733920899,1497.0,0.7265437822842039,676.0,9.11456,0.8282685903544654,0.8172601403491018
1586.0,1599.0,491.550467,673.0,98.0616,9.836267334,1744.0,0.7303870129214411,627.0,0.0,0.8209781854670157,0.8024912447997886
1577.0,1598.0,496.597268,913.0,155.28239399999998,15.1715526741,1615.0,0.5439181408114114,914.0,0.0,0.8514890296556912,0.7992891654084293
1587.0,1592.0,464.455338,625.0,113.393279,8.216622633899998,1811.0,0.7431285289099435,526.0,9.143681,0.8670522007547001,0.8132834289200103
1574.0,1593.0,439.040344,825.0,81.24479600000001,6.529891037900001,1551.0,0.5321701074888472,509.0,12.376,0.631834235963252,0.8228951558784292
1616.0,1597.0,344.533375,627.0,99.197281,3.639128173800001,2836.0,0.5494950071850876,579.0,0.0,0.7655462763161578,0.7847311946847586
1606.0,1591.0,462.269888,739.0,153.57887300000002,11.0262591756,2488.0,0.6255343460685474,1261.0,0.0,0.694797238984946,0.8077056569037631
1596.0,1619.0,590.596663,1027.0,77.26992,11.443643024300002,1989.0,0.5750697733683567,765.0,124.416003,0.716263815176049,0.7935374419055755
1583.0,1606.0,938.055384,1235.0,120.251038,5.0989450231,2717.0,0.75955900923434,559.0,37.826881,0.9174085381701751,0.7836501411156996
1605.0,1598.0,377.824437,714.0,71.285759,11.0854514251,2759.0,0.5291658707399738,454.0,129.09568000000002,0.6728681748297213,0.823103842220595
1581.0,1607.0,468.176058,894.0,100.114563,7.9912565383,2131.0,0.5236868599140172,509.0,43.097599,0.6424726146380398,0.8070234760018747
1611.0,1599.0,706.983473,714.0,110.204636,15.1759331266,2048.0,0.990172917504581,355.0,50.144638,1.1695374810257788,0.8001290904517665
1588.0,1595.0,547.757734,842.0,88.233596,14.6600613607,3373.0,0.6505436193522136,512.0,108.148487,0.8802075747560785,0.7974563915843109
1625.0,1597.0,257.892229,321.0,113.218552,6.5562340435,2737.0,0.8034025575264001,0.0,294.304322,0.9649346061874495,0.8201744461869351
1582.0,1603.0,418.724296,735.0,105.137756,10.698529526,2153.0,0.5696929119769671,249.0,72.27583999999999,0.761283282602466,0.8043487731836331
1603.0,1618.0,715.148316,1263.0,119.290081,14.615434429,3385.0,0.5662298577495657,836.0,98.367363,0.6713422791955624,0.7948781800730137
1560.0,1593.0,540.037241,1039.0,144.755523,13.210860831400002,3217.0,0.5197663482216905,202.0,99.910721,0.6584453769293822,0.7932741931972717
1611.0,1593.0,573.887253,715.0,100.158234,14.515347167900002,2700.0,0.8026395034595873,507.0,114.907524,0.9902860013581355,0.806273514585315
1578.0,1585.0,602.037457,1187.0,101.730722,11.4877755051,3820.0,0.5071924616074772,819.0,158.319363,0.6610254936819385,0.820806892609522
1594.0,1600.0,596.2971180000001,1034.0,127.065117,9.0600177589,2666.0,0.5766896636683786,511.0,64.588157,0.8048299383701051,0.8109789453859196
1609.0,1601.0,227.47335,441.0,170.13359100000002,9.631086046,2184.0,0.5158125733375835,0.0,0.0,0.6156513546437182,0.8073751054431799
1578.0,1604.0,655.331347,768.0,118.24176,10.4042990572,1829.0,0.8532960136289582,560.0,30.051842,0.8948771435001914,0.813728585025625
